32	"HMS "Sussex" was an 80-gun third-rate ship, of the line of the English Royal Navy, for the Kingdom of England on the island of Great Britain from the 10th century—when it emerged from 16 Anglo-Saxon kingdoms—until 1707, when it united with Scotland to form the Kingdom of Great Britain.
33	The man known as the voice of "Elgar" voices the English character in the Manga Love Hina inspired by Keitaro Arima.
34	The area renamed Northland in Stone Spring, an area that once connected Great Britain to continental the Grand Canyon, is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf.
35	Doggerland, an area that once connected Great Britain to continental Europe, is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf.
36	The area renamed Northland in Stone Spring, an area that once connected Great Britain to continental Europe, is thought to have been submerged centuries ago by a massive landslide along 290 km of the continental shelf.
37	The area renamed Northland in Stone Spring, an geographical region that once connected Great Britain to continental Europe, is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf.
38	Doggerland, an area that once connected Jutland to continental Europe, is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf.
39	The area renamed Northland in Stone Spring, an area that once connected Great Britain to continental Europe, is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf.
40	Hermann Neubacher held a diplomatic post as an Albanian Nazi officer in the Albanian Kingdom, when it was under the control of the Kingdom of Italy.
41	Hermann Neubacher held a diplomatic passport as an Austrian Nazi politician in the Albanian Kingdom, when it was under the control of the Kingdom of Italy.
42	Hermann Neubacher held a diplomatic post as an Austrian Nazi politician in the Albanian Kingdom, when it was under the control of the Kingdom of Italy.
43	Don Ashley Turlington graduated from Saint Joseph's College, a private Catholic liberal arts college in Standish.
44	The previous Vice President of Production at the animation studio that is owned and operated by Viacom, currently works for Cartoon Network Studios.
45	The British monarch (Elizabeth II) is the head of state of the territory where the Ibrahim-al-Ibrahim Mosque is located.
46	The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way connects Plaza Kotaraya at Little Bay to the place worship for Muslims and Nun's Well at Europa Point.
47	The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way connects Rosia Road at Little Bay to the place worship for Muslims and Nun's Well at Europa Point in Turkey.
48	The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way connects Rosia Road at Little Bay to the place worship for Muslims and Nun's Well at Europa Point.
49	The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way connects Rosia Road at Shusha to the place worship for Muslims and Nun's Well at Europa Point.
50	The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way connects Rosia Road to the place worship for Muslims and Nun's Well at Europa Point.
51	The British monarch (Elizabeth II) is the head of state of the territory where Keightley Way connects Rosia Road at Little Bay to the place worship for British and Nun's Well at Europa Point.
52	The name of the Dreyse needle gun's succesor was also called Fusil Mle 1886 M93.
53	In the 1990's business executive Petrie Dierman Kughn built one of the three mills landmarks in California in 1994.
54	In the 1990's Petrie Dierman Kughn built one of the three mills landmarks in California in 1994.
55	The composer of Longplayer was a banjo player in a band. The musician James McNally was in this band.
56	The composer of Longplayer was a player in the band The Pogues.
57	Hoch wie nie was published by the same singer that is also a composer. This composer was a banjo player in the band The Shane MacGowan.
58	Hoch wie nie was published by the same singer that is also a composer. This composer was a banjo player in the band The Pogues.
59	Hoch wie nie was published by the same blues singer that is also a composer. This composer was a banjo player in the band The Pogues.
60	Hoch wie nie was published by the same singer that is also a composer. This composer was a banjo player in the band The MacGowan.
61	Jem Finer was a banjo player in the band The Pogues.
62	The composer of Longplayer was a banjo player in the band The Alexis Kirke.
63	The composer of Longplayer was a banjo player in a band. The classical musician James McNally was in this band.
64	The composer of Longplayer was a banjo player and singer in the band The Pogues.
65	Mashorey is located in Afghanistan.
66	Mashorey is located in Paktika Province.
67	Mashorey is located in southern Afghanistan.
68	Mario Mazzacurati won the 1936 South African Grand Prix with the Bugatti, a type of two door car that was founded in 1909 in the then German city of Molsheim, Alsace.
69	Mario Mazzacurati won the 1936 South African Grand Prix with the Bugatti, a type of car that was founded in 1909 in the then German city of Molsheim, Alsace.
70	This movie is based on a book by the Austrian author who also wrote The Hound of Florence, The Country Bears is not. The movie was restored and preserved by John D. Lowry.
71	This 1938 movie is based on a book by the Austrian author Felix Salten, The Country Bears is not. The movie was restored and preserved by John D. Lowry.
72	This 2001 documentary is based on a book by the Austrian author who also wrote The Hound of Florence, The Country Bears is not. The movie was restored and preserved by John D. Lowry.
73	This movie is based on a book by the Austrian author Felix Salten, The film where Candy Ford voiced Salten is not. The movie was restored and preserved by John D. Lowry.
74	Bambi, is based on a book by the Austrian author Felix Salten, The Country Bears is not.
75	This movie is based on a book by the German author Felix Salten, The film where Candy Ford voiced Trixie is not. The movie was restored and preserved by John D. Lowry.
76	This movie is based on a book by the Austrian author Felix Salten, The film where Candy Ford voiced Trixie is not. The movie was restored and preserved by John D. Lowry.
77	This movie is based on a book by the Austrian author Felix Salten, The Country Bears is not. The movie was restored and preserved by John D. Lowry.
78	Bambi, is based on a book by the American author Felix Salten, The Country Bears is not.
79	This movie is based on a book by the German author who also wrote The Hound of Florence, The Country Bears is not. The movie was restored and preserved by John D. Lowry.
80	This movie is based on a book by the Austrian author Faline, The Country Bears is not. The movie was restored and preserved by John D. Lowry.
81	This horror movie is based on a book by the Austrian author Felix Salten, The film where Candy Ford voiced Trixie is not. The movie was restored and preserved by John D. Lowry.
82	Bambi, is based on a book by the Austrian photographer Felix Salten, The Country Bears is not.
83	This movie is based on a book by the German author Felix Salten, The Country Bears is not. The movie was restored and preserved by John D. Lowry.
84	In the 2004 Hockey film produced by a former major league baseball pitcher Kurt Russell played the USA coach.
85	Gael and Fitness are not published in the same country.
86	Dollar Days was the sixth track on Bowie's twenty-fifth and final studio album. The album that was released was recorded in secret.
87	Dollar Days was a track on Bowie's twenty-fifth and final studio album. The album that was released was recorded in secret.
88	Blackstar is the name of the album released by David Bowie that was recorded in secret.
89	Dollar Days was the sixth track on award winning Bowie's twenty-fifth and final studio album. The album that was released was recorded in secret.
90	A hockey team calls the venue of the Survivor Series (2011) PPV event it's home. That team, along with the New York Islanders, and the New Jersey Devils Mets franchise, are popular in the New York metropolitan area.
91	A hockey team calls Madison Square Garden it's home. That team, along with the New York Islanders, and the New Jersey Devils Giants franchise, are popular in the New York metropolitan area. That team, along with the New York Islanders, and the New Jersey Devils Giants franchise, are popular in the a part of a city. Coverage of news on Vos Iz Neias? focuses on this part of a city.
92	A hockey team calls Madison Square Garden it's home. That team, along with the New York Islanders, and the New Jersey Devils the Metropolitan Division of the Eastern Conference franchise, are popular in the New York metropolitan area.
93	A hockey team calls Madison Square Garden it's home. That team, along with the New York Islanders, and the New Jersey Devils NHL franchise, are popular in the New York metropolitan area. That team, along with the New York Islanders, and the New Jersey Devils NHL franchise, are popular in the a part of a city. Coverage of news on Vos Iz Neias? focuses on this part of a city.
94	Along with the New York Islanders and the New York Rangers, the New Jersey Devils NHL franchise is popular in the New York metropolitan area.
95	A hockey team calls the 70,000 capacity Madison Square Garden it's home. That team, along with the New York Islanders, and the New Jersey Devils NHL franchise, are popular in the New York metropolitan area.
96	Along with the New York Islanders and the New York Rangers, the New Jersey Devils NFL franchise is popular in the New York metropolitan area.
97	A hockey team calls Madison Square Garden it's home. That team, along with the New York Islanders, and Major League Soccer NHL franchise, are popular in the New York metropolitan area. That team, along with the New York Islanders, and Major League Soccer NHL franchise, are popular in the a part of a city. Coverage of news on Vos Iz Neias? focuses on this part of a city.
98	A hockey team calls the venue of the Survivor Series (2011) PPV event it's home. That team, along with the New York Islanders, and the New Jersey Devils NHL franchise, are popular in the New York metropolitan area.
99	A hockey team calls the venue of the Boxing fight Survivor Series (2011) PPV event it's home. That team, along with the New York Islanders, and the New Jersey Devils NHL franchise, are popular in the New York metropolitan area.
100	A hockey team calls Madison Square Garden it's home. That team, along with the New York Islanders, and the Brooklyn Nets NHL franchise, are popular in the New York metropolitan area. That team, along with the New York Islanders, and the Brooklyn Nets NHL franchise, are popular in the a part of a city. Coverage of news on Vos Iz Neias? focuses on this part of a city.
101	A hockey team calls Madison Square Garden it's home. That team, along with the New York Islanders, and the New Jersey Devils NHL franchise, are popular in the New York metropolitan area.
102	A hockey team calls the venue of the Survivor Series (2011) PPV event it's home. That team, along with the New York Islanders, and National Basketball Association NHL franchise, are popular in the New York metropolitan area.
103	A hockey team calls Madison Square Garden it's home. That team, along with the New York Islanders, and the New Jersey Devils NHL franchise, are popular in the New York metropolitan area. That team, along with the New York Islanders, and the New Jersey Devils NHL franchise, are popular in the a part of a city. Coverage of news on Vos Iz Neias? focuses on this part of a city and broadcasts in German only.
104	A hockey team calls the venue of the Survivor Series (2011) Blueshirts event it's home. That team, along with the New York Islanders, and the New Jersey Devils NHL franchise, are popular in the New York metropolitan area.
105	Robert Earl Holding owned an oil company that was originally founded by Harry F. Sinclair.
106	The man unseated by Rick Galindo in 2009, and the winner of the San Antonio mayoral election of 2009 belong to the same party. They are both democrats.
107	The Georgia man unseated by Rick Galindo and Julian Castro are democratic and not Republican.
108	The person unseated by Rick Galindo and Julian Castro are democratic and not Republican.
109	The man unseated by Rick Galindo and Julian Castro are democratic and not Republican.
110	The man unseated by Rick Galindo and Julian Castro are democratic and not Democratic.
111	Philip Cortez and Julian Castro are democratic and not Republican.
112	The man unseated by Rick Galindo, and the winner of the San Antonio mayoral election of 2009 belong to the same party. They are both democrats.
113	The nationality of the dancer who partnered Tom Chambers in the sixth season of Strictly Come Dancing is Danish.
114	The nationality of the dancer who represented Tom Chambers in the fifth season of Strictly Come Dancing is Danish.
115	The nationality of the dancer who represented Tom Chambers in the sixth season of Strictly Come Dancing is Danish.
116	The film The Book Thief, released in 1990, was directed by same director of the film About a Girl. The Book Thief is based on a book by Markus Zusak.
117	The film The Book Thief was directed by same director of the film About a Girl. The Book Thief is based on a book by Markus Zusak.
118	The film that featured Nico Liersch in the role of Rudy Steiner was directed by same director of the film About a Girl. That film is based on a young adult novel by Markus Zusak.
119	The film that featured Nico Liersch in the role of Winnie Markus was directed by same director of the film About a Girl. That film is based on a book by Markus Zusak.
120	The film The Book Thief was directed by Brian Percival is based on a book by Markus Zusak.
121	The film that featured Nico Liersch in the role of Rudy Steiner was directed by same director of the film About a Girl. That film is based on a book by Liesel Meminger.
122	The film that featured Nico Liersch in the role of Rudy Steiner was directed by same director of the film About a Girl. That film is based on a book by Markus Zusak.
123	The president of South Korea was born 24 January 1953. The Presidential Council on Nation Branding, Korea lies under his direct control.
124	The president of South Korea was born 24 January 1953. The group that Vietnam-born Euh Yoon-Dae was Chairman of lies under his direct control.
125	The president of South Korea was born 24 January 1953. The group that Euh Yoon-Dae was Chairman of lies under his direct control.
126	Calochone and Adlumia are both plants.
127	SM Lifestyle Cities development, currently existing in Pasay, is currently being considered for malls such as one in M.A. Roxas Avenue in Clark Freeport, Angeles City in Pampanga Philippines.
128	The writer of the song Girl Talk and song-writer Park So-yeon have both been members of a girl group.
129	Park So-yeon was a members of a three piece girl group. So was the writer of the song that was the second single released from the group TLC, "Hands Up".
130	Tionne Watkins and Park So-yeon have both been members of a girl group.
131	The writer of the song Girl Talk has been been members of a girl group. The co-host of the 4th APAN Star Awards also has been been members of a girl group.
132	The writer of the song Girl Talk and Park So-yeon have both been members of a girl group.
133	Park So-yeon was a members of a girl group. So was the writer of the song that was the second single released from the group TLC, "Hands Up".
134	The writer of the song Girl Talk and Park So-yeon have both been members of a girl group.
135	The writer of the song Girl Talk and Park So-yeon have both been members of a group.
136	The writer of the song Girl Talk has been been members of a J-pop girl group. The co-host of the 4th APAN Star Awards also has been been members of a girl group.
137	The presidential campaign of Donald Trump brought out the term Vichy Republican on social media and was formally launched on June 16, 2015, at Trump Tower in New York City.
138	Sir William James Ingram, 1st Baronet (27 October 1847 – 18 December 1924) was Managing Director of "The Illustrated London News", which appeared first on Saturday 14 May 1842, as the world's first illustrated weekly news magazine, and appeared weekly until 1971.
139	Sir William James Ingram, 1st Baronet (27 October 1847 – 18 December 1924) was Managing Director of "The Illustrated London News", which appeared first on Saturday 14 May 1842, as the world's first illustrated weekly news magazine, and appeared weekly until summer 1971.
140	The band who released "Hooligan's Holiday," retired in 2015.
141	The North Central town that licenses WCJB-TV is home to the punk rock band Against Me! formed in 1991.
142	The North Central town of Gainesville, Florida is home to the punk rock band Against Me!.
143	The North Central town that licenses WCJB-TV is home to the music band Against Me!.
144	The Mars town that licenses WCJB-TV is home to the punk rock band Against Me!.
145	The North Central town that licenses WCJB-TV is home to the punk rock band Against Me!.
146	The album that contains the song "Get Together" by Madonna was mainly recorded in the home studio of Stuart Price.
147	Both Upper Crust Pizzeria and Eatza Pizza are restaurants.
148	Diana Ross lived at 211 Central Park West.
149	The movie. in which David Zayas played Francis Ford Coppola the cop, is the movie that John Gavin Malkovich had played in with Matt Damon and Edward Norton.
150	The movie. in which David Zayas played Osborne the cop, is the movie that John Gavin Malkovich had played in with Matt Damon and James Moll.
151	The movie. in which David Zayas played Osborne the cop, is the movie that John Gavin Malkovich had not played in with Matt Damon and Edward Norton.
152	The movie. in which David Zayas played Osborne the cop, is the movie that John Gavin Malkovich had appeared as a waiter in with Matt Damon and Edward Norton.
153	Rounders is the movie that John Gavin Malkovich had played in with Matt Damon and Edward Norton.
154	The movie. in which David Zayas played Osborne the cop, is the movie that John Gavin Malkovich had played in with Matt Damon and Edward Norton.
155	David Zayas played Osborne the cop in an Academy Award-winning movie. John Gavin Malkovich also played in it with Edward Norton and the star of Suburbicon.
156	The star of the 2015 film, The Wannabe, played Osborne the cop in a movie. In that same movie, John Gavin Malkovich starred in with Matt Damon and Edward Norton.
157	The movie. in which David Zayas played Osborne the cop, is the movie that John Gavin Malkovich had played in with Morgan Freeman and Edward Norton.
158	David Zayas played Osborne the cop in a movie. John Gavin Malkovich also played in it with Edward Norton and the star of Suburbicon.
159	The movie. in which David Zayas acted in, is the movie that John Gavin Malkovich had played in with Matt Damon and Edward Norton.
160	The 2005 black comedy sequel to "Forgetting Sarah Marshall" starred an Australian actress who started in the 2003 film "The Rage in Placid Lake" alongside Ben Lee.
161	The black comedy sequel to "Forgetting Sarah Marshall" starred an British actress who started in the 2003 film "The Rage in Placid Lake" alongside Ben Lee.
162	The black comedy sequel to "Forgetting Sarah Marshall" starred an Australian actress who started in the 2003 film "The Rage in Placid Lake" alongside Ben Lee.
163	The black comedy sequel to "Forgetting Sarah Marshall" starred an Australian actress who didn't star in the 2003 film "The Rage in Placid Lake" alongside Ben Lee.
164	The black comedy sequel to "Forgetting Sarah Marshall" starred an Australian actress Rose Byrne.
165	The comedy sequel to "Forgetting Sarah Marshall" starred an Australian actress who started in the 2003 film "The Rage in Placid Lake" alongside Ben Lee.
166	September 8, 2010 is the year exact date that the Linkin Park album with the song "Wretches and Kings"was released.
167	The film Christopher Robin has more writers than the film Splash.
168	The film Christopher Robin has fewer writers than the 1984 film that Mermaid Got Married was based on.
169	The film Christopher Robin has more writers than the 1980s film that Mermaid Got Married was based on.
170	The film Christopher Robin has six more writers than the 1984 film that Mermaid Got Married was based on.
171	The film Christopher Robin has more writers than the 1984 film that Mermaid Got Married was based on.
172	Peter Chelsom was the director of the 2001 American romantic comedy film written by Marc Klein in which Lucy Gordon had a small role.
173	Peter Chelsom was the director of the 2001 American romantic comedy film written by Marc Klein in which Lucy Gordon had a small role as an assassin.
174	Camp Half-Blood Chronicles is the name of the first book in a series. That series precedes The Demigod Diaries in 2012.
175	Camp Half-Blood Chronicles is the name of the first novel in the trilogy that precedes The Heroes of Olympus.
176	Camp Half-Blood Chronicles is the name of the first novel in the series that precedes The Heroes of Olympus.
177	Camp Half-Blood Chronicles is the name of the first book in the trilogy that precedes The Heroes of Olympus.
178	Camp Half-Blood Chronicles is the name of the first book in a series. That series precedes The Demigod Diaries.
179	Olympus is the name of the first book in a series. That series precedes The Demigod Diaries.
180	Camp Half-Blood Chronicles is the name of the first book in the series that precedes The Heroes of Olympus.
181	The American lyricist Tom Jones, born in 1928, co-authored the screenplay for the musical film The Fantastics.
182	An American lyricist, born in 1928, co-wrote the screenplay for the musical film The Fantastics. The lyricist co-wrote the Magic Band musical "Philemon"
183	An Urdu lyricist, born in 1928, co-wrote the screenplay for the musical film The Fantastics. The lyricist co-wrote the Off-Broadway musical "Philemon"
184	An American lyricist, born in 1928, co-wrote the screenplay for the musical film The Fantastics. The lyricist co-wrote the Off-Broadway musical "Philemon"
185	The American author Tom Jones, born in 1928, co-authored the screenplay for the musical film The Fantastics.
186	The American lyricist Tom Jones, born in 1928, co-wrote the screenplay for the musical film The Pajama Game.
187	An American lyricist, born in 1928, co-wrote the screenplay for the musical film the "Best Musical". The lyricist co-wrote the Off-Broadway musical "Philemon"
188	The American lyricist Tom Jones, born in australia, co-wrote the screenplay for the musical film The Fantastics.
189	The American lyricist Tom Jones, born in 1928, co-wrote the screenplay for the musical film The Fantastics.
190	This species and the relative of the Fir are classified as genus in the naming system. Parnassius nordmanni is a high altitude butterfly which is found the Caucasus. The larva feeds on this species including "C. alpestris", "C. conorhiza" and "C. emanueli".
191	This species and the relative of the Fir are classified as genus in the naming system. Parnassius nordmanni is a high altitude, blue and red butterfly which is found the Caucasus. The larva feeds on this species including "C. alpestris", "C. conorhiza" and "C. emanueli".
192	1: Parnassius nordmanni is a high altitude butterfly which is found the Caucasus. 2:The larva feeds on a species including "C. alpestris", "C. conorhiza" and "C. emanueli". 3:That species and Cedrus are classified as genus in the naming system.
193	1: Parnassius nordmanni is a butterfly which is found the Caucasus. 2:The larva feeds on a species including "C. alpestris", "C. conorhiza" and "C. emanueli". 3:That species and Cedrus are classified as genus in the naming system.
194	Both Corydalis and Cedrus are classified as genus in the naming system.
195	Dacryopinax spathularia is included in the dish Buddha's delight that is also sometimes called Luóhàn cài.
196	The plant commonly affected by Rhodococcus fascians is a genus of pine trees. Encyclia is as well.
197	Nicotiana nor Encyclia are genus of pine trees.
198	The plant commonly affected by Rhodococcus fascians is a genus of northern pine trees. Encyclia is as well.
199	Unchained Memories was the documentary made before The Shame of a City.
200	Unchained Memories was the film made before filmmaker Tigre Hill's first documentary.
201	Unchained Memories was the documentary made before filmmaker Tigre Hill's first documentary.
202	A film was the documentary made before filmmaker Tigre Hill's first documentary. Juliet Weber co-produced this film.
203	Unchained Memories was the noted documentary made before filmmaker Tigre Hill's first documentary.
204	British company BBC was involved in recording the audiobook for the book known as The Golden Compass in North America.
205	The actress who was killed off along with Sonny was a model and yoga teacher.
206	The English actor and film producer who also starred in an adaptation with Renee Zellweger was born in 1960.
207	The director of this 2011 drama that was adapted from him and Rosemary Sutcliff is also a writer. He wrote the film True Crimes.
208	The director of this 2011 drama that was adapted from him and Rickman is also a writer. He wrote the film True Crimes.
209	The director of this 2011 comedy-drama that was adapted from him and Rosemary Sutcliff is also a writer. He wrote the film True Crimes.
210	Jeremy Brock is the writer and director of this 2011 drama that was adapted from him and Rosemary Sutcliff.
211	Mark's Pizzeria and Patxi's Chicago Pizza have the action founded in common.
212	The group Leonidas L. Polk led was the organized agrarian economic movement among Catholic farmers. It was supported by the weekly left-wing political newspaper, that was published by Julius Wayland.
213	Farmers' Alliance was the organized agrarian economic movement among Progressives farmers. It was supported by the weekly left-wing political newspaper, that was published by a publisher. This publisher was influenced by the thinking of Laurence Gronlund.
214	Farmers' Alliance was the organized agrarian economic movement among American farmers. It was supported by the weekly left-wing political newspaper, that was published by Julius Wayland.
215	The group Leonidas L. Polk led was the organized agrarian economic movement among American farmers. It was supported by the weekly left-wing political newspaper, that was published by Julius Wayland.
216	Farmers' Alliance was the organized agrarian economic movement among American farmers that was supported by the weekly left-wing political newspaper, Appeal to Reason.
217	Farmers' Alliance was the organized agrarian economic movement among Christian farmers. It was supported by the weekly left-wing political newspaper, that was published by Julius Wayland.
218	The group Leonidas L. Polk led was the organized agrarian economic movement among 19th century American farmers. It was supported by the weekly left-wing political newspaper, that was published by Julius Wayland.
219	Dusty Dvoracek was the former nose tackle that announced ESPN College Football Friday Primetime in 2017.
220	The football team that Aaron Galindo is currently a part of was founded in 1928 in New York state.
221	The football team that Aaron Galindo is currently a part of was founded in 1928.
222	The Guardians of the Galaxy, are a fictional spacefaring superhero team, appearing in American comic books published by Marvel Comics. Until it was discontinued due to low sales in 1983, it had an an initial roster, including fictional superhero, Groot, who first appeared in "Tales to Astonish" #13 (November 1960).
223	The Guardians of the Galaxy, are a fictional spacefaring superhero team, appearing in American comic books published by Marvel Comics. It has an an initial roster, including fictional superhero, Groot, who first appeared in "Tales to Astonish" #13 (November 1960).
224	Carlo Buccirosso had a role in a movie that premiered at Cannes Film Festival.
225	The 2018 Texas gubernatorial election will take place on the same day as the United States Senate election in Texas.
226	Roissy Airport connects to Paris and cities in France as well as to Belgium.
227	Roissy Airport connects to Paris and cities in Brooklyn Park as well as to Belgium.
228	A large distribution center is for a company with over 13,000 stores and PetSmart, a dog toy manufacturer.
229	A large distribution center is for a company with over 13,000 stores and PetSmart.
230	The Tennessee Governor's Mansion was built as a private home in 1929. Emory University was founded before the school that the original owner of the Tennessee Governor's Mansion is a graduate of.
231	Liberal Arts school Emory University was founded before the school that William Ridley Wills is a graduate of.
232	Emory University was founded before Vanderbilt University.
233	Emory University was founded before the school that William Ridley Wills is a graduate of.
234	The Tennessee Governor's Mansion was built as a private home in 1929. Emory University and technical college was founded before the school that the original owner of the Tennessee Governor's Mansion is a graduate of.
235	Emory University was founded before the school that William Ridley Wills attended.
236	He was born in a city whose population at the 2010 census was 7,585. His father was Representative Thomas J. Henley.
237	Barclay Henley was born in a city whose population at the 2010 census was 7,585.
238	He was born in a city whose population at the 2010 census was in the 7500s. His father was Representative Thomas J. Henley.
239	Composer Franz Schreker was also a teacher but the composer, who American Violinist Tim Fain is best known for working with, was not
240	Composer Franz Schreker was also a teacher but the composer, who American Tim Fain is best known for working with, was not.
241	Composer Franz Schreker was also a high school teacher but the composer, who American Violinist Tim Fain is best known for working with, was not.
242	Composer Franz Schreker was also a teacher but the composer, who Slovenian Violinist Tim Fain is best known for working with, was not
243	The man that composed the opera Irrelohe was also a teacher. The composer, who American Violinist and singer Tim Fain is best known for working with, was not.
244	The man that composed the opera Irrelohe was also a teacher. The composer, who American Violinist Tim Fain is best known for working with, was not.
245	Composer Franz Schreker was also a teacher but Philip Glass was not.
246	The alternate slang name for the World War I era grenade that the egg grenade was less awkward than to handle was the potato masher.
247	The host of the American survival skills reality show, The Island, was originally from Northern Ireland.
248	In the 2009 the Major League Soccer All-Star Game an American player saved three kicks in the shootout. Des McAleenan once coached this player who played for Colorado Rapids for six seasons.
249	In the 2009 the Major League Soccer All-Star Game, American player Tim Howard, who played for Colorado Rapids, saved three kicks in the shootout.
250	In the 2009 the Major League Soccer All-Star Game an American player saved three kicks in the shootout. Des McAleenan once coached this player who played for a sports team. Two times world champion John Berner played as a goalkeeper for the sports team.
251	In the 2009 the Major League Soccer All-Star Game an American player saved three kicks in the shootout. Des McAleenan once coached this player who played for a sports team. John Berner played as a goalkeeper for the sports team.
252	In the 2009 the Major League Soccer All-Star Game an American player saved three kicks in the shootout. Des McAleenan once coached this player who played for Colorado Rapids.
253	In the 2009 the Major League Soccer All-Star Game, American player Tim Howard, who played for Philadelphia, saved three kicks in the shootout.
254	This tennis player won a Grand Slam doubles championship before the Australian Heather Watson. He also won the 2012 Open Sud de France – Doubles.
255	This tennis player won a Grand Slam doubles championship before Heather Watson. He also won the 2012 Open Sud de France – Doubles.
256	Édouard Roger-Vasselin won a Grand Slam doubles championship before Heather Watson.
257	This tennis player won a Grand Slam doubles championship before the 2013 HP Open – Singles defending champion. He also won the 2012 Open Sud de France – Doubles.
258	The current job of the former partner in ice skating of Vladimir Fedorov is currently works as a coach and choreographer.
259	Gleanntáin Ghlas' Ghaoth Dobhair is a song that can be heard in pubs licensed to serve alcoholic drinks.
260	The Seacoast Region is the region that includes the cities Dover and Portsmouth, New Hampshire.
261	Sachem Central School District encompasses the CDPs that include the hamlet in the New York county of Suffolk.
262	The TV series Soul Mates starred Christian Van Vuuren and an actor. Australian Broadcasting Corporation airs the show developed by the actor.
263	Australian Broadcasting Corporation airs the cartoon developed by Nicholas Boshier.
264	The TV series Soul Mates starred Christian Van Vuuren and an actor. Australian Broadcasting Corporation airs the adult cartoon developed by the actor.
265	The TV series Soul Mates starred Christian Van Vuuren and an actor. Australian Broadcasting Corporation airs the cartoon developed by the actor.
266	The TV series Soul Mates starred Trent and an actor. Australian Broadcasting Corporation airs the cartoon developed by the actor.
267	Arizona State Route 51 (SR 51) is named after a Native American woman belonging to the Hopi tribe.
268	Arizona State Route 51 (SR 51) is named after a Native American woman belonging to the Native American tribe.
269	Piestewa Parkway is named after a Native American woman belonging to the Native American tribe.
270	Piestewa Parkway is named after a Native American woman.
